run_id	source_log	step	loss	resampled
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	77	7.0544267	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	78	6.8370934	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	79	6.9501686	24
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	80	7.0888519	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	81	6.9689245	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	82	7.1004028	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	83	7.0138078	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	84	7.1751294	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	85	7.0772886	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	86	7.1352396	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	87	7.0924778	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	88	7.1544695	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	89	7.0549126	24
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	90	7.1943927	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	91	7.1813712	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	92	7.0344629	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	93	7.2232361	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	94	7.0734029	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	95	7.0968876	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	96	7.0843611	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	97	7.0723548	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	98	7.1604013	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	99	7.1953878	24
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	100	6.9556723	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	101	6.9700236	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	102	6.8650918	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	103	6.9969907	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	104	6.9979401	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	105	7.0104485	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	106	7.0376863	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	107	7.0987225	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	108	7.0438476	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	109	6.9448853	24
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	110	6.9756718	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	111	6.9759698	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	112	6.9685473	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	113	7.0406175	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	114	6.989152	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	115	7.125062	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	116	7.0412817	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	117	6.9761887	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	118	7.0420942	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	119	7.0285468	24
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	120	7.0679655	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	121	7.1238031	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	122	7.0775909	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	123	7.0257759	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	124	7.1126127	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	125	7.1625071	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	126	7.0911679	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	127	7.1350279	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	128	7.1165581	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	129	7.1331463	24
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	130	7.1113577	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	131	7.0194602	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	132	7.0763168	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	133	6.9899659	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	134	6.9913883	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	135	7.0413857	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	136	7.0598669	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	137	7.0758514	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	138	7.0544338	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	139	7.0631609	24
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	140	6.8737683	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	141	6.8991899	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	142	6.7942514	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	143	6.872448	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	144	6.8777251	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	145	6.9352798	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	146	6.8115616	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	147	6.778439	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	148	6.8953733	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	149	6.8652563	24
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	150	7.2711496	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	151	7.203506	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	152	7.2934256	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	153	7.3378391	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	154	7.2589269	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	155	7.3923345	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	156	7.1892734	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	157	7.131393	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	158	7.2849255	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	159	7.2317486	24
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	160	7.2708273	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	161	7.1275597	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	162	7.09307	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	163	7.0779734	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	164	7.1108027	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	165	7.1740484	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	166	7.1429605	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	167	7.1936255	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	168	7.2304807	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	169	7.1869917	24
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	170	6.9367695	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	171	7.0563812	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	172	6.9646435	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	173	6.9441843	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	174	6.8486829	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	175	7.0383635	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	176	6.8674383	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	177	6.8691568	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	178	6.8622255	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	179	6.8456831	24
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	180	6.9718847	0
w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_scope_attention_output_noise005002_r10_lr5e6_lb200_20260425_221406.log	181	7.0137444	0
